('KPNA4', -106.610754398891)
('UBE2N', -106.53431043127785)
('MTOR', -106.28065327886725)
('PDGFRA', -105.6832960396132)
('CHCHD3', -105.23736503339023)
('RARA', -104.64414607765502)
('TECR', -104.51707167527638)
('MAP4K4', -104.1463090221514)
('TPM1', -103.67102494713617)
('COIL', -103.36853416293161)
('BMP6', -102.87347106196103)
('STRN4', -102.49479843312292)
('VAMP3', -101.92833596709534)
('C2ORF88', -100.47428589081392)
('TSC1', -100.4609389634279)
('CCDC22', -100.44786015516729)
('PKP3', -100.26095586127485)
('PARP16', -100.23960377890035)
('FAM207A', -100.10272179878666)
('FBLN1', -100.09021734385169)
('SLC25A4', -99.93413919518935)
('ZNF318', -99.63329012310714)
('RPL27A', -99.63252525648568)
('RRP1B', -99.11058939641225)
('SRGAP2', -98.79152258450631)
('SQOR', -98.57901780761313)
('AMBRA1', -97.75009982066695)
('FBL', -97.73605430388125)
('SIAH2', -97.62356240680674)
('CCT2', -97.54642319492996)
('DSTN', -97.37458740072907)
('PIAS2', -97.0933518645761)
('THBS1', -96.84151855515665)
('FOS', -96.71110157718067)
('H2AFV', -96.59057274734369)
('AHNAK', -96.0387427212263)
('CTR9', -95.88653935410548)
('HNRNPU', -95.84500987356296)
('TPD52L3', -95.6245839962794)
('VENTX', -95.52155579256942)
('TFAP2A', -95.29289836873068)
('RICTOR', -95.03764603377203)
('NPM1', -94.69582378098858)
('FYN', -94.68505398448906)
('ATIC', -94.67779519510805)
('TOLLIP', -94.58858363926993)
('TAGLN', -93.9780896436132)
('PSMC2', -93.96871349427965)
('COPA', -93.94353818101808)
('TXNRD1', -93.60086846217746)
('PTPRJ', -92.99551815952873)
('ANXA2', -92.61897302957368)
('PRDX6', -92.52429971753736)
('UBAC1', -92.20275289812707)
('PSMA7', -91.89000777582987)
('CNOT7', -91.40155728132231)
('TRIM40', -91.02059063458)
('ADAMTSL4', -90.7947305473499)
('MARK2', -89.62228843124467)
('HBA1', -89.05199129245011)
('CAPN1', -88.80248284866684)
('TAF2', -88.52842957046232)
('EPRS', -88.22143469931325)
('STT3B', -87.98466834428837)
('CST2', -87.81013549678028)
('HERC2', -87.47582014492946)
('VDR', -87.02319471229566)
('UBE2M', -86.56129269837402)
('FZR1', -86.31761043524602)
('DDX41', -85.71871140311123)
('EDC3', -85.27190682929358)
('SF3A2', -85.20204573209048)
('RXRA', -84.96607830259018)
('CD247', -84.77899185806746)
('ADAMTS4', -84.74582997526159)
('FBXL18', -84.72729316548794)
('NPEPPS', -84.10873089620145)
('SURF4', -84.09170695359353)
('GRSF1', -83.9453529016173)
('HSCB', -83.86868038336979)
('B4GAT1', -83.65138325528824)
('ELF3', -83.51657160790637)
('MMP2', -83.30545626039384)
('SF3B4', -83.12256336418795)
('SIGLEC10', -82.82738830620656)
('FCHSD2', -82.57843209666316)
('VCPIP1', -82.41139761495288)
('ITIH3', -81.95130479746149)
('UBE2E1', -81.72594183974434)
('SERBP1', -81.33656182605773)
('AGO1', -81.1941686293867)
('NXN', -81.17515844435547)
('EEF2', -81.172525739501)
('NUF2', -80.95807929598959)
('CLK1', -79.79953650283278)
('ITGB3BP', -79.7899740045541)
('RBBP7', -79.73720362840686)
('FBXO45', -79.27726209760294)
('ACTN4', -79.24417902168352)
('PIAS4', -79.1096564771724)
('ALG9', -78.89260993516655)
('PRKDC', -78.84491934764083)
('SNAPC5', -78.82281834914465)
('TCHP', -78.77225181783433)
('CCHCR1', -78.41684903629357)
('PDE4DIP', -78.35664859073586)
('TRIM31', -78.29088258877164)
('LRCH2', -78.23810894606868)
('ZNF572', -78.21895553241484)
('NDN', -77.97131791876745)
('CLPTM1L', -77.72754488157807)
('RACK1', -77.41538865564507)
('CXCL8', -77.40808809970622)
('IRF4', -77.29250856617)
('TEX45', -77.2138099699514)
('KIF18A', -77.20403051897301)
('GOLGA8EP', -77.09232414819417)
('BCL2', -76.86009987449506)
('KRT18', -76.68379382614512)
('PSG9', -76.4197280453227)
('GALNT7', -76.33516542322468)
('NEFH', -76.30033657542663)
('IARS', -76.11461805424187)
('PNMA8A', -76.06683764871559)
('CCL21', -75.97605705089518)
('STAT5B', -75.88334547556587)
('QARS', -75.72779458219884)
('PFN1', -75.55392191608553)
('OBSL1', -75.33827913732966)
('MTUS2', -75.05254127646913)
('HECW2', -74.9769249469391)
('ETV6', -74.97044436237775)
('TRRAP', -74.91437114280416)
('KLHL20', -74.79500250745332)
('L3MBTL1', -74.68952234808239)
('TDG', -74.64887433114927)
('CBX6', -74.60470319679007)
('KIF26B', -74.4268747123424)
('ENKD1', -74.38567443133797)
('RINT1', -74.17823709055665)
('MYO5A', -74.07200908436789)
('SIM1', -74.03391999425367)
('PTK2', -73.88501399135566)
('DUSP14', -73.67880328334286)
('SPRY2', -73.64399055452668)
('BRD7', -73.61645558290184)
('CDC16', -73.56180838961154)
('PIP5K1A', -73.49736954041873)
('DNAJA1', -73.29296469318797)
('NANS', -73.2726400125539)
('QTRT2', -73.2694880021154)
('AFM', -73.23269959358731)
('EP400', -72.90996205629199)
('PLCD1', -72.8972380150808)
('CAMK2D', -72.81520510284463)
('KAT2A', -72.75967672467232)
('LYPD4', -72.74605421855813)
('RBM24', -72.74180560186505)
('EPM2AIP1', -72.73859449321753)
('VHL', -72.5678085462132)
('TRIB2', -72.53002031418146)
('BICD2', -72.5154187186854)
('ADAM2', -72.4090878808347)
('ADD1', -72.4078906517534)
('PHLPP1', -72.27418476404273)
('AKAP11', -72.15436733752722)
('SPRY1', -72.09920403448632)
('PID1', -71.90772867950727)
('DICER1', -71.85821339520044)
('PITX1', -71.81512650853256)
('APOA1', -71.80137852215557)
('GSDMA', -71.72302960266825)
('NCAPD3', -71.71693657932337)
('KNL1', -71.69995328164077)
('SH3GL2', -71.65214313808247)
('FGA', -71.58923485554988)
('TP53BP2', -71.45777911911136)
('CENPJ', -71.44143549189903)
('TNIP1', -71.43591672665207)
('PPT1', -71.37291643998469)
('UTP6', -71.34660523294588)
('SMARCC1', -71.17409835840226)
('NCF1', -71.06899737150525)
('HTT', -71.02653461054433)
('ADD3', -70.99709583513322)
('S100A14', -70.98632151508355)
('PPM1D', -70.98542161498335)
('PGK1', -70.92682192256325)
('PTPRZ1', -70.8794169985922)
('GATA1', -70.8693530090386)
('HIST1H2BH', -70.81597637175582)
('CUL2', -70.7540626777045)
('FAM124A', -70.72209730639588)
('EFEMP1', -70.6313927200099)
('LAMA1', -70.5767060983635)
('PDGFRB', -70.5304442763736)
('TMED3', -70.52752769901417)
('CD40', -70.52574188503786)
('CARD11', -70.5022114389576)
