TF	Gene
ALX4	SLCO3A1
E2F1	FAM166A
NF1	FAM166A
PAX5	FAM166A
PBX1	FAM166A
NHLH1	FAM166A
POU2F2	UBE2E3
POU2F1	UBE2E3
BACH1	MAPK6
RXRA	UMODL1
HSF1	UMODL1
NR1H4	UMODL1
PAX5	PKP3
VDR	PKP3
E2F1	SLC39A1
FOXD1	SLC39A1
DSP	SLC39A1
STAT1	SLC39A1
NR1I2	SLC39A1
ZNF350	SLC39A1
FOXO4	SLC39A1
NR2F2	SLC39A1
NR1H3	SLC39A1
RARA	SLC39A1
RARB	SLC39A1
MYC	SLC39A1
RXRG	SLC39A1
ELK1	SLC39A1
RXRA	SLC39A1
MAX	SLC39A1
NR3C1	SLC39A1
NR2F1	SLC39A1
UBE4A	SLC39A1
CASR	SLC39A1
NR1H2	SLC39A1
RARG	SLC39A1
E2F3	SLC39A1
RXRB	SLC39A1
TFDP1	SLC39A1
CUX1	SLC39A1
E2F4	SLC39A1
E2F1	TMEM194A
EGR2	TMEM194A
EGR1	TMEM194A
MEF2A	TMEM194A
EGR3	TMEM194A
CNTN2	TMEM194A
APC	TMEM194A
CREB1	TMEM194A
TFDP1	TMEM194A
E2F4	TMEM194A
RXRA	DCD
PPARG	DCD
GATA1	ADCY4
CEBPA	ADCY4
TP53	ADCY4
DDIT3	ADCY4
NR1H3	ADCY4
PAX5	ADCY4
MYC	ADCY4
RXRA	ADCY4
MAX	ADCY4
NR1H2	ADCY4
AR	MTMR6
YY1	HCFC1
AR	HCFC1
PLAU	HCFC1
CD40	C9ORF100
NFKB1	C9ORF100
NFKB2	C9ORF100
FKBP4	C9ORF100
RELA	C9ORF100
CUX1	C9ORF100
STAT3	TMED4
STAT1	TMED4
STAT1	FAM113A
PBX1	FAM113A
GATA1	SMG7
GATA6	SMG7
NKX6-1	SMG7
GATA5	SMG7
SPIB	SMG7
GATA2	SMG7
GATA3	SMG7
GATA4	SMG7
DSP	C6ORF1
YY1	COG1
FOXJ1	COG1
SOX9	UBTD2
RREB1	CACNB3
MZF1	CACNB3
GTF2I	CACNB3
BPTF	CRYAA
NR2F2	ITLN2
NKX3-1	FLAD1
MYC	FLAD1
MAX	FLAD1
TAL1	SH3KBP1
TCF3	SH3KBP1
E2F1	BAI2
SMAD3	BAI2
SMAD2	BAI2
PATZ1	BAI2
DBP	BAI2
CEBPA	BAI2
SMAD6	BAI2
DSP	BAI2
YY1	BAI2
WT1	BAI2
SMAD5	BAI2
NR1I2	BAI2
NKX2-1	BAI2
USF2	BAI2
TLX2	BAI2
SRF	BAI2
HNF4A	BAI2
NR5A1	BAI2
SMAD4	BAI2
SMAD7	BAI2
GCM1	BAI2
FOSL2	BAI2
SMAD1	BAI2
NF1	BAI2
ESRRA	BAI2
FOSL1	BAI2
JUNB	BAI2
TEAD2	BAI2
JUN	BAI2
NFIC	BAI2
RXRA	BAI2
HOXA7	BAI2
CTF1	BAI2
RFX1	BAI2
TFEB	BAI2
PBX1	BAI2
MAZ	BAI2
NR3C1	BAI2
RFXANK	BAI2
MITF	BAI2
MZF1	BAI2
GATA2	BAI2
RFXAP	BAI2
TCF3	BAI2
FOSB	BAI2
UBE4A	BAI2
TCF7L2	BAI2
FOS	BAI2
CNTN2	BAI2
RFX2	BAI2
RORA	BAI2
JUND	BAI2
PAX8	BAI2
RFX3	BAI2
TFAP4	BAI2
GATA3	BAI2
CREB1	BAI2
ZEB1	BAI2
HIC1	BAI2
TFE3	BAI2
E2F3	BAI2
TFDP1	BAI2
RFX5	BAI2
CUX1	BAI2
RFX4	BAI2
E2F4	BAI2
POU2F1	BAI2
POU3F1	CPT1A
ARNT	CPT1A
FOXF1	CPT1A
FOXF2	CPT1A
FOXJ1	CPT1A
FOXD3	CPT1A
PPARG	CPT1A
SRF	AARSD1
SOX9	ZNF629
SRF	CCDC69
BACH1	CCDC69
TOPORS	RLBP1
YY1	SEPT7
MYB	TP53I13
TFAP2C	TP53I13
TFAP2A	TP53I13
POU1F1	TP53I13
ZBTB16	RFK
ALX1	GP2
PGR	KCNE1
TOPORS	YWHAQ
TFAP4	ADAP2
REST	UNC13A
MEF2A	UNC13A
NR1H3	DIO3
RXRA	DIO3
NR1H2	DIO3
GLI3	FANCD2
GLI1	FANCD2
GLI2	FANCD2
TP53	LENG1
NR2F2	LENG1
NFKB1	LENG1
REST	PRDM11
FOXF2	PRDM11
AHR	PHF10
ARNT	PHF10
E2F1	UBTF
PATZ1	UBTF
THRB	UBTF
DSP	UBTF
WT1	UBTF
STAT3	UBTF
THRA	UBTF
NR1I2	UBTF
BRCA1	UBTF
EGR2	UBTF
EP300	UBTF
EGR1	UBTF
SP1	UBTF
LEF1	UBTF
USF2	UBTF
TLX2	UBTF
RARA	UBTF
UBP1	UBTF
KLF12	UBTF
SP3	UBTF
RARB	UBTF
MYC	UBTF
HNF1A	UBTF
EGR3	UBTF
TEAD2	UBTF
MYB	UBTF
RXRG	UBTF
ELK1	UBTF
RXRA	UBTF
AHR	UBTF
MAX	UBTF
MAZ	UBTF
ZIC2	UBTF
TFAP2C	UBTF
MZF1	UBTF
HES1	UBTF
GATA2	UBTF
TFAP2A	UBTF
UBE4A	UBTF
PAX8	UBTF
TFAP4	UBTF
TCF12	UBTF
TEAD1	UBTF
HIC1	UBTF
GTF2I	UBTF
RARG	UBTF
VDR	UBTF
E2F3	UBTF
TFAP2B	UBTF
RXRB	UBTF
TFDP1	UBTF
SPI1	UBTF
E2F4	UBTF
STAT5A	VEZT
HNF1A	VEZT
STAT3	DDX56
STAT1	DDX56
CUX1	DDX56
REST	NPAS4
SRF	NPAS4
MEF2A	NPAS4
TCF3	ATG4D
NR6A1	CCDC116
PITX2	CCDC116
ZEB1	CCDC116
POU2F2	CCDC116
POU2F1	CCDC116
FOS	ANXA9
SOX2	NLN
SOX15	NLN
SOX18	NLN
SOX21	NLN
SOX10	NLN
SOX11	NLN
SOX5	NLN
SOX9	NLN
SOX8	NLN
SOX12	NLN
SRY	NLN
SOX14	NLN
SOX3	NLN
FOXF1	NLN
FOXF2	NLN
FOXJ1	NLN
SOX4	NLN
FOXD3	NLN
ATF6	LRRC59
FOXD1	PAIP2B
FOXC1	PAIP2B
TP53	MEX3A
RXRA	GMPPA
ZBTB6	GMPPA
TCF3	GMPPA
VDR	GMPPA
DEC1	C7ORF55
ELK4	C7ORF55
BHLHE41	C7ORF55
CNTN2	C7ORF55
CREB1	C7ORF55
BACH2	C6ORF81
STAT4	C6ORF81
NRF1	C6ORF81
STAT6	C6ORF81
STAT3	C6ORF81
STAT2	C6ORF81
STAT1	C6ORF81
MAF	C6ORF81
MAFB	C6ORF81
NFE2L3	C6ORF81
MAFG	C6ORF81
NFE2	C6ORF81
GABPA	C6ORF81
NFE2L1	C6ORF81
BACH1	C6ORF81
PGR	C6ORF81
MAFK	C6ORF81
NR3C1	C6ORF81
PAX6	C6ORF81
AR	C6ORF81
TCF3	C6ORF81
MAFF	C6ORF81
NR1I2	MYC
RXRA	MYC
CASR	MYC
VDR	MYC
RXRB	MYC
E2F1	HOXA9
STAT4	HOXA9
SMAD3	HOXA9
SMAD2	HOXA9
POU3F2	HOXA9
SMAD6	HOXA9
TP53	HOXA9
FOXA1	HOXA9
DSP	HOXA9
GTF2A2	HOXA9
SMAD5	HOXA9
GTF2A1	HOXA9
STAT1	HOXA9
FOXA2	HOXA9
FOXA3	HOXA9
NR5A1	HOXA9
SMAD4	HOXA9
SMAD7	HOXA9
GFI1	HOXA9
SMAD1	HOXA9
PAX2	HOXA9
SOX10	HOXA9
AHR	HOXA9
ARNT	HOXA9
PRDM1	HOXA9
TP63	HOXA9
HSF2	HOXA9
GTF2A1L	HOXA9
GFI1B	HOXA9
HES1	HOXA9
UBE4A	HOXA9
E2F3	HOXA9
TFDP1	HOXA9
FOXM1	HOXA9
E2F4	HOXA9
POU2F1	HOXA9
NFIL3	KHDRBS3
NKX2-2	HRK
LHX3	HRK
CUX1	C1ORF144
NR3C1	CEBPD
POU2F1	OSBPL3
NFE2	ABCF2
EFNA2	ABCF2
SOX9	ABCF2
E2F1	WNT1
CEBPG	WNT1
STAT4	WNT1
SMAD3	WNT1
SMAD2	WNT1
POU3F1	WNT1
CEBPE	WNT1
DBP	WNT1
STAT6	WNT1
STAT5A	WNT1
CEBPA	WNT1
SMAD6	WNT1
DSP	WNT1
STAT3	WNT1
GTF2A2	WNT1
STAT2	WNT1
STAT5B	WNT1
SMAD5	WNT1
GTF2A1	WNT1
STAT1	WNT1
REL	WNT1
NR1I2	WNT1
BRCA1	WNT1
EP300	WNT1
NKX2-1	WNT1
LEF1	WNT1
TLX2	WNT1
SMAD4	WNT1
CD40	WNT1
SMAD7	WNT1
SPIB	WNT1
NFKB1	WNT1
RUNX1	WNT1
NFKB2	WNT1
SMAD1	WNT1
CEBPB	WNT1
HNF1A	WNT1
RUNX2	WNT1
CEBPD	WNT1
GABPA	WNT1
CREM	WNT1
ATF4	WNT1
NFE2L1	WNT1
JUN	WNT1
RXRA	WNT1
FKBP4	WNT1
ATF7	WNT1
RFX1	WNT1
ATF3	WNT1
RELA	WNT1
PBX1	WNT1
PRDM1	WNT1
RFXANK	WNT1
GTF2A1L	WNT1
MZF1	WNT1
GATA2	WNT1
ELF2	WNT1
RFXAP	WNT1
TFAP2A	WNT1
TCF7L2	WNT1
FOS	WNT1
ATF1	WNT1
CNTN2	WNT1
NKX2-5	WNT1
RFX2	WNT1
RFX3	WNT1
GATA3	WNT1
CREB1	WNT1
ATF2	WNT1
PLAU	WNT1
VDR	WNT1
SPI1	WNT1
RFX5	WNT1
CUX1	WNT1
RFX4	WNT1
FOXO3B	SLC39A10
CDX1	SLC39A10
CDX2	SLC39A10
FOXO3	SLC39A10
FOXO1	SLC39A10
POU3F2	GTPBP10
POU2F1	GTPBP10
TLX1	NEUROD2
NFIC	NEUROD2
STAT4	COASY
STAT6	COASY
STAT3	COASY
STAT2	COASY
STAT1	COASY
ELF2	COASY
MEF2A	CELF4
E2F1	ARVCF
DSP	ARVCF
RB1	ARVCF
TCF4	ARVCF
E2F5	ARVCF
ESR1	ARVCF
E2F2	ARVCF
TCF3	ARVCF
E2F3	ARVCF
TFDP1	ARVCF
E2F4	ARVCF
NR5A2	RBCK1
POU2F1	SELT
NFYA	TMEM50B
MEIS1	CORO1B
LMO2	CORO1B
SRF	CORO1B
E2F1	PAQR4
DSP	PAQR4
REL	PAQR4
NR1I2	PAQR4
NR2F2	PAQR4
FOXN1	PAQR4
CD40	PAQR4
NR1H3	PAQR4
NFKB1	PAQR4
RARA	PAQR4
NFKB2	PAQR4
SP3	PAQR4
RARB	PAQR4
RXRG	PAQR4
RXRA	PAQR4
FKBP4	PAQR4
RELA	PAQR4
E2F7	PAQR4
NR2F1	PAQR4
UBE4A	PAQR4
CASR	PAQR4
NR1H2	PAQR4
RARG	PAQR4
E2F3	PAQR4
POU2F2	PAQR4
RXRB	PAQR4
TFDP1	PAQR4
CUX1	PAQR4
E2F4	PAQR4
POU2F1	PAQR4
AR	ABCB11
SREBF1	C10ORF2
PPARA	C10ORF2
RXRA	C10ORF2
NKX3-1	CAPZA1
CDC5L	CAPZA1
EFNA2	PLXNA2
TCF3	PLXNA2
CUX1	PLXNA2
FOXO3B	HOXA1
PBX1	HOXA1
FOXO3	HOXA1
ATF6	GOLGA1
E2F1	TSEN54
STAT4	TSEN54
STAT6	TSEN54
DSP	TSEN54
YY1	TSEN54
WT1	TSEN54
STAT3	TSEN54
STAT2	TSEN54
STAT1	TSEN54
SP1	TSEN54
DEC1	TSEN54
SP2	TSEN54
BHLHE41	TSEN54
SP4	TSEN54
SP3	TSEN54
GABPA	TSEN54
GABPB1	TSEN54
GABPB2	TSEN54
UBE4A	TSEN54
HIC1	TSEN54
E2F3	TSEN54
TFDP1	TSEN54
E2F4	TSEN54
NR6A1	CX3CL1
STAT1	MFSD7
NR3C1	TULP4
ATF5	C19ORF45
ATF6	C19ORF45
CREM	C19ORF45
ATF4	C19ORF45
JUN	C19ORF45
ATF7	C19ORF45
ATF3	C19ORF45
ATF1	C19ORF45
CREB1	C19ORF45
ATF2	C19ORF45
PLAU	C19ORF45
CEBPG	GPR180
STAT3	GPR180
STAT5B	GPR180
GATA1	ENO2
LMO2	ENO2
CEBPD	ENO2
RFX1	ENO2
CREB1	ENO2
HNF1A	PYHIN1
NR2F2	ACBD3
NR2F1	ACBD3
FOXJ2	E2F7
RXRA	SCAP
NR1H4	SCAP
FOXL1	LRRN3
NKX6-2	LRRN3
RXRA	LRRN3
PBX1	LRRN3
NR1H4	LRRN3
FOXJ1	LRRN3
POU1F1	LRRN3
HMGA2	LRRN3
ATF5	CNKSR1
ATF6	CNKSR1
CREM	CNKSR1
ATF4	CNKSR1
JUN	CNKSR1
ATF7	CNKSR1
ATF3	CNKSR1
ATF1	CNKSR1
CREB1	CNKSR1
ATF2	CNKSR1
PLAU	CNKSR1
PAX1	THOP1
EGR2	THOP1
USF1	THOP1
CLOCK	THOP1
ARNTL2	THOP1
MYC	THOP1
EGR3	THOP1
TAL1	THOP1
MAX	THOP1
ARNTL	THOP1
ESR1	THOP1
TCF3	THOP1
IRF1	THOP1
POU3F2	LGR4
POU3F1	LGR4
POU5F1	LGR4
POU4F1	LGR4
POU5F1B	LGR4
POU2F2	LGR4
POU2AF1	LGR4
POU2F1	LGR4
NKX2-2	TFG
MEF2A	TFG
GABPA	TFG
GABPB1	TFG
GABPB2	TFG
ELK1	TFG
CUX1	TFG
E2F1	FIZ1
RREB1	FIZ1
SP1	FIZ1
SP4	FIZ1
SP3	FIZ1
MZF1	FIZ1
ELF2	FIZ1
APC	FIZ1
TFDP1	FIZ1
E2F4	FIZ1
ZNF589	CC2D1B
YY1	C3ORF19
PAX5	CYTH1
IRF1	CYTH1
TCF4	VPS8
TAL1	VPS8
TCF3	VPS8
NR2F2	GRINA
HNF4A	GRINA
PPARA	GRINA
HNF4G	GRINA
IRF4	GRINA
IRF5	GRINA
IRF7	GRINA
IRF3	GRINA
IRF2	GRINA
IRF6	GRINA
RXRA	GRINA
IRF8	GRINA
NR2F1	GRINA
IRF1	GRINA
PPARG	GRINA
FOXD1	SLC38A2
FOXC1	SLC38A2
FOXO4	SLC38A2
NFATC2	SLC38A2
GCM1	SLC38A2
NFATC4	SLC38A2
NFATC1	SLC38A2
NFATC3	SLC38A2
PBX1	SLC38A2
ARNT	SLC38A2
SRY	SLC38A2
FOXO3	SLC38A2
POU1F1	SLC38A2
FOXO1	SLC38A2
POU2F1	SLC38A2
CUX1	SERPINB3
YY1	ZNF326
FOXJ2	ZNF326
CEBPA	TTC22
CEBPB	TTC22
CEBPD	TTC22
FOS	TTC22
TCF3	WDR92
ESR1	ITGA2B
ELF2	ITGA2B
NKX3-1	ELF1
MEIS1	ELF1
FOXL1	ELF1
OTX2	ELF1
NKX6-2	ELF1
HOXA9	ELF1
OTX1	ELF1
FOXO3	ELF1
TBP	ELF1
POU3F2	TOX4
VDR	TOX4
RREB1	SERAC1
LHX3	SERAC1
SMAD3	KDELR1
SMAD2	KDELR1
GATA1	KDELR1
SMAD6	KDELR1
SMAD5	KDELR1
ATF6	KDELR1
LMO2	KDELR1
SMAD4	KDELR1
SMAD7	KDELR1
SMAD1	KDELR1
RXRA	KDELR1
GATA3	KDELR1
GTF2I	KDELR1
VDR	KDELR1
MEF2A	MRAS
FOXP3	PTPLAD2
PAX5	PTPLAD2
CEBPA	FAM19A5
STAT5A	KIF20A
STAT5B	KIF20A
STAT4	THRAP3
STAT6	THRAP3
STAT3	THRAP3
STAT2	THRAP3
STAT1	THRAP3
ESRRA	THRAP3
MEF2A	KCNF1
XBP1	KCNF1
SRY	ZNF710
SREBF1	MRPL43
PPARA	MRPL43
RXRA	MRPL43
HIC1	SRRM2
SRF	TDRD7
IRF7	TDRD7
HNF1A	TDRD7
ZNF238	TDRD7
HNF1B	TDRD7
ELF2	ASB6
CEBPD	FDXR
NFYB	FDXR
NFYA	FDXR
CNTN2	FDXR
CREB1	FDXR
NKX2-2	P2RX7
STAT1	C2CD2
IRF4	C2CD2
RUNX1	C2CD2
IRF5	C2CD2
IRF7	C2CD2
IRF3	C2CD2
IRF2	C2CD2
RXRA	C2CD2
IRF8	C2CD2
NR1H4	C2CD2
IRF9	C2CD2
IRF1	C2CD2
MEIS1	HCN4
AIRE	NEUROG2
SOX5	NEUROG2
SRY	NEUROG2
POU2F1	NEUROG2
E2F1	DOK1
DSP	DOK1
JUN	DOK1
ATF1	DOK1
CREB1	DOK1
ATF2	DOK1
SRF	KCNIP4
FOXJ1	FSTL5
MEIS1	FBXO2
HOXA9	FBXO2
GABPA	FBXO2
YY1	ZNF646
ETV4	ZNF646
PBX1	ORC3
E2F1	TMX1
DSP	TMX1
RB1	TMX1
E2F5	TMX1
E2F2	TMX1
E2F3	TMX1
TFDP1	TMX1
E2F4	TMX1
CD40	PHLDB1
NFKB1	PHLDB1
FOSL2	PHLDB1
FOSL1	PHLDB1
JUNB	PHLDB1
JUN	PHLDB1
FKBP4	PHLDB1
RELA	PHLDB1
ZBTB6	PHLDB1
FOS	PHLDB1
JUND	PHLDB1
PLAU	PHLDB1
RREB1	TIAL1
NKX2-2	TIAL1
RORA	ANGPT1
ELSPBP1	BLOC1S1
NFKB1	BLOC1S1
MYOD1	BLOC1S1
ARNT	BLOC1S1
TCF3	BLOC1S1
NF1	XYLT1
STAT4	NNAT
GATA6	NNAT
YY1	NNAT
GTF2A2	NNAT
GTF2A1	NNAT
BRCA1	NNAT
LEF1	NNAT
USF2	NNAT
NR5A1	NNAT
HNF1A	NNAT
PAX2	NNAT
SOX10	NNAT
NFE2L1	NNAT
PBX1	NNAT
GTF2A1L	NNAT
GATA2	NNAT
TCF7L2	NNAT
NKX2-5	NNAT
NR5A2	NNAT
NRF1	PRKRIR
RFX1	CCDC34
POU3F2	NIPAL3
MYC	NIPAL3
MAX	NIPAL3
TCF3	NIPAL3
FOXF1	C7ORF63
FOXF2	C7ORF63
FOXJ1	C7ORF63
FOXJ2	C7ORF63
FOXD3	C7ORF63
FOXI1	C7ORF63
PBX1	FPGS
NFYA	FPGS
EGR2	ELMOD1
EGR1	ELMOD1
EGR3	ELMOD1
EGR4	ELMOD1
AR	ELMOD1
E2F1	SLC39A9
DSP	SLC39A9
PDX1	SLC39A9
STAT3	TGDS
STAT5B	TGDS
E2F1	MLEC
APC	MLEC
TFDP1	MLEC
E2F4	MLEC
CUX1	PLSCR2
HIF1A	LZTR1
SETD2	LZTR1
FOXO3B	WHSC1L1
RUNX3	WHSC1L1
RUNX1	WHSC1L1
RUNX2	WHSC1L1
RFX1	WHSC1L1
ATF1	WHSC1L1
IL10	WHSC1L1
FOXO3	WHSC1L1
PLAU	WHSC1L1
NR1H3	ZSCAN2
RXRA	ZSCAN2
SOX9	ZSCAN2
NR1H2	ZSCAN2
FOXO4	MRPL53
ELK1	MRPL53
PITX2	MRPL53
PPARG	ZNF346
NR1H3	SF3B3
MEF2A	SF3B3
RXRA	SF3B3
NR1H2	SF3B3
CEBPG	IKZF1
VSX2	IKZF1
ELSPBP1	IKZF1
FOXL1	IKZF1
HOXA4	IKZF1
NKX6-2	IKZF1
MYOD1	IKZF1
SOX5	IKZF1
PBX1	IKZF1
TCF3	IKZF1
SRY	IKZF1
PDX1	IKZF1
TBP	IKZF1
POU1F1	IKZF1
IRF1	IKZF1
RREB1	ANKRD20A5
ZNF589	TTF1
NKX2-2	SP1
MTF1	TAC3
HSF1	TAC3
HSF2	TAC3
NR2F2	AKR7A2
NR2F1	AKR7A2
NHLH1	PSMD6
CUX1	RASGRP1
TOPORS	MMS19
IRF1	HIST2H4A
STAT1	RSF1
IRF4	RSF1
IRF5	RSF1
IRF7	RSF1
IRF3	RSF1
IRF2	RSF1
IRF8	RSF1
SOX9	RSF1
IRF9	RSF1
IRF1	RSF1
POU2F1	NOL11
IRF2	CXCL10
IRF1	CXCL10
CUX1	CXCL10
MEIS1	ADAR
HOXA9	ADAR
HLF	ADAR
MAX	ADAR
NR5A2	ADAR
CEBPA	HOXC6
HOXA4	HOXC6
DDIT3	HOXC6
NR3C1	HOXC6
MEIS1	TJAP1
CD40	TJAP1
HOXA9	TJAP1
NR3C1	FTSJD1
FOXI1	ZNF187
IRF7	AXDND1
POU2F1	PDE2A
RXRA	C1ORF187
NR1H4	C1ORF187
CDX1	BOC
CDX2	BOC
CUX1	BOC
CUX1	LRRTM1
SOX2	ITGB8
SOX15	ITGB8
SOX18	ITGB8
SOX21	ITGB8
SOX10	ITGB8
SOX11	ITGB8
SOX5	ITGB8
SOX9	ITGB8
SOX8	ITGB8
SOX12	ITGB8
SRY	ITGB8
SOX14	ITGB8
SOX3	ITGB8
SOX4	ITGB8
PPARG	TMPRSS2
RREB1	ZMAT3
HOXA7	ZMAT3
ETS2	ZMAT3
ETS1	ZMAT3
CUX1	ZMAT3
STAT4	SFRS18
STAT6	SFRS18
YY1	SFRS18
STAT3	SFRS18
STAT2	SFRS18
STAT1	SFRS18
HSF1	SFRS18
POU2F1	SFRS18
NF1	MLXIP
PAX6	MLXIP
ZNF589	FSIP1
NFYB	LY75
ALX1	LY75
NFYA	LY75
PAX6	LY75
ZNF350	DCXR
EGR2	DCXR
EGR1	DCXR
EGR3	DCXR
NFE2	PSMA5
YY1	PPP1R7
NFYB	PPP1R7
NFYA	PPP1R7
IL10	PPP1R7
HLF	IFT81
ATF2	IFT81
E4F1	IFT81
TFAP4	GBP2
STAT1	WDR25
IRF4	WDR25
IRF5	WDR25
IRF7	WDR25
IRF3	WDR25
IRF2	WDR25
ELK1	WDR25
NFYB	WDR25
IRF8	WDR25
NFYA	WDR25
PRDM1	WDR25
IRF9	WDR25
IRF1	WDR25
AR	VPREB3
POU2F1	VPREB3
YY1	PIN1
HIC1	PIN1
RREB1	ALLC
AIRE	JPH1
SRF	UQCRC1
ESRRA	UQCRC1
PBX1	PCDH9
FOXJ2	PCDH9
BACH1	DLL4
TFAP4	DLL4
ZEB1	DLL4
FOXO1	BYSL
CUX1	BYSL
STAT1	DDX58
CEBPG	ABCD2
FOXL1	ABCD2
TCF4	ABCD2
NKX6-2	ABCD2
SOX5	ABCD2
SRY	ABCD2
IRF1	ABCD2
POU2F1	ABCD2
FOSL2	BAG3
FOSL1	BAG3
JUNB	BAG3
JUN	BAG3
FOSB	BAG3
FOS	BAG3
JUND	BAG3
ALX4	BAG3
MEIS1	CSMD2
HOXA9	CSMD2
PAX5	LGALS9
PAX2	LGALS9
PAX8	LGALS9
ATF3	CREB3L2
CEBPA	PMS2
DDIT3	PMS2
POU1F1	PANK3
TP53	FAM183A
AIRE	FAM183A
MEF2A	CLSTN2
POU2F1	CLSTN2
NFYB	PXMP4
NFYA	PXMP4
TCF3	PXMP4
MEF2A	IL17B
E2F1	WDR70
DSP	WDR70
ELK1	WDR70
PRDM1	WDR70
E2F7	WDR70
UBE4A	WDR70
E2F3	WDR70
TFDP1	WDR70
E2F4	WDR70
BACH1	CRYZ
SMAD3	APC2
REST	APC2
RXRA	APC2
VDR	APC2
CEBPA	ANKHD1
DDIT3	ANKHD1
SOX9	ANKHD1
LEF1	H2AFJ
CD40	H2AFJ
HNF1A	H2AFJ
MTF1	H2AFJ
XBP1	H2AFJ
PDX1	H2AFJ
E2F1	ILF3
DSP	ILF3
YY1	ILF3
RB1	ILF3
USF1	ILF3
SREBF1	ILF3
TFEB	ILF3
MAX	ILF3
E2F5	ILF3
ARNT	ILF3
NR3C1	ILF3
MITF	ILF3
E2F2	ILF3
TFE3	ILF3
E2F3	ILF3
TFDP1	ILF3
E2F4	ILF3
TCF3	E2F5
ATF5	SPAG4
ATF6	SPAG4
CREM	SPAG4
ATF4	SPAG4
JUN	SPAG4
ATF7	SPAG4
ATF3	SPAG4
ATF1	SPAG4
CREB1	SPAG4
ATF2	SPAG4
PLAU	SPAG4
CEBPA	FSD1
DDIT3	FSD1
RFX1	CHL1
PAX1	CEP68
AR	CEP68
HERPUD1	DNAH7
SRF	DNAH7
CD40	BECN1
NFKB1	BECN1
RELA	BECN1
E4F1	BECN1
GLI3	CNN2
RREB1	CNN2
SRF	CNN2
PPARA	CNN2
NR1H3	CNN2
JUN	CNN2
RXRA	CNN2
PAX6	CNN2
ESR1	CNN2
NR1H4	CNN2
CASR	CNN2
NR1H2	CNN2
GLI1	CNN2
ATF2	CNN2
GLI2	CNN2
POU1F1	CNN2
PPARA	DPEP3
TOPORS	DPEP3
RXRA	DPEP3
ELK1	PRPF4
ETS2	PRPF4
ELF2	PRPF4
CNTN2	PRPF4
CREB1	PRPF4
YY1	ZNF668
ETV4	ZNF668
ARNT	ERP29
FOXA1	RCSD1
LEF1	CAB39L
HNF1A	CAB39L
SOX9	CAB39L
ZNF350	CHPF
GATA1	PTPN4
FOXA1	PTPN4
FOXF1	PTPN4
FOXF2	PTPN4
FOXJ1	PTPN4
FOXJ2	PTPN4
FOXD3	PTPN4
TOPORS	ACAD8
ESR1	ACAD8
CEBPD	EIF5B
SRY	EIF5B
POU3F2	RFXAP
POU3F1	RFXAP
POU5F1	RFXAP
POU4F1	RFXAP
POU5F1B	RFXAP
POU2F2	RFXAP
POU2AF1	RFXAP
POU2F1	RFXAP
NR2F2	NFS1
FOXO1	NFS1
EGR3	YWHAG
MEIS1	TIGD3
HOXA9	TIGD3
MEIS1	PITX3
ELSPBP1	PITX3
STAT5B	PITX3
HOXA4	PITX3
NR2F2	PITX3
HNF4A	PITX3
PPARA	PITX3
HNF4G	PITX3
HOXA9	PITX3
MYOD1	PITX3
RXRA	PITX3
NR2F1	PITX3
TCF3	PITX3
TBP	PITX3
PPARG	PITX3
TP53	MAPK13
ZEB1	MAPK13
RORA	CC2D2A
NFYA	ETAA1
ELK1	ZSCAN29
NFIL3	FAM55C
STAT5A	LYPD5
ZNF350	LYPD5
GABPA	LYPD5
LMO2	SACM1L
CEBPD	SACM1L
ALX4	SACM1L
RXRA	TTI1
NR1H2	TTI1
FOXF2	TTI1
STAT5A	ZNF224
STAT5B	ZNF224
TBP	OLIG2
ESR1	MADCAM1
NFE2	LBR
GABPA	LBR
NFE2L1	LBR
FOXA1	CHAD
FOXA2	CHAD
FOXA3	CHAD
FOXM1	CHAD
ZNF238	STIM1
POU2F1	STIM1
USF2	TAF6L
USF1	TAF6L
SREBF1	TAF6L
RXRA	TAF6L
RFX1	TAF6L
MAX	TAF6L
NR1H4	TAF6L
GATA1	TGFB2
XBP1	UBE2O
PLAU	UBE2O
ZNF350	SORCS3
ELF2	ATP5C1
CRX	C12ORF42
PPARA	C12ORF42
TCF4	C12ORF42
RAX	C12ORF42
RXRA	C12ORF42
TCF3	C12ORF42
NR2F2	PARP10
HNF4A	PARP10
PPARA	PARP10
NR5A1	PARP10
HNF4G	PARP10
IRF4	PARP10
IRF5	PARP10
IRF7	PARP10
IRF3	PARP10
IRF2	PARP10
IRF6	PARP10
RXRA	PARP10
IRF8	PARP10
NR2F1	PARP10
IRF1	PARP10
PPARG	PARP10
NR1H3	TSHR
AIRE	TSHR
RXRA	TSHR
NR1H2	TSHR
PPARG	TSHR
POU2F1	TSHR
HSF1	C11ORF73
NR6A1	DNASE1L2
NR3C1	DNASE1L2
MEF2A	FAM71B
POU2F1	FAM71B
ARNT	SLC25A41
PPARG	MRC2
MYC	TESK2
MAX	TESK2
PRDM1	LRRC4C
CDC5L	SENP8
CEBPD	SENP8
AR	ANKRD5
HIF1A	IER5L
MYC	IER5L
MAX	IER5L
SETD2	IER5L
HIC1	IER5L
NR1I2	TBL3
EGR2	TBL3
EGR1	TBL3
KLF12	TBL3
EGR3	TBL3
JUN	TBL3
RXRA	TBL3
HLF	TBL3
NR1H4	TBL3
FOS	TBL3
CASR	TBL3
HINFP	TBL3
PAX8	TBL3
